Frontend_File,Frontend_Function,HTTP_Method,Frontend_URL,Backend_File,Backend_Function,Backend_Route,Database_Tables,Stored_Procedures,Flow_Calls,Response_Model,Response_Fields,Nested_Fields,Table_Column_Details
tags.ts,createTag,POST,/api/v2/tags/{engagement_id},tags.py,create_engagement_tag_v2,/api/v2/tags/{dc_engagement_id},DC_USERS;DC_TAGSET;DC_ENGAGEMENT_HDR;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
tags.ts,createTags,POST,/api/v2/tags/{engagement_id},tags.py,create_engagement_tag_v2,/api/v2/tags/{dc_engagement_id},DC_USERS;DC_TAGSET;DC_ENGAGEMENT_HDR;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
tags.ts,deleteTag,DELETE,/api/v2/tags/{tag_id},tags.py,delete_engagement_tag_v2,/api/v2/tags/{tag_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,deleteTags,DELETE,/api/v2/tags/{tag_id},tags.py,delete_engagement_tag_v2,/api/v2/tags/{tag_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,createGlobalTag,POST,/api/v2/tags/1/global,tags.py,create_engagement_tag_v2_GLOBAL,/api/v2/tags/1/global,DC_TAGSET;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,createGlobalTags,POST,/api/v2/tags/1/global,tags.py,create_engagement_tag_v2_GLOBAL,/api/v2/tags/1/global,DC_TAGSET;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,deleteGlobalTag,DELETE,/api/v2/tags/1/global/{tag_id},tags.py,delete_engagement_tags_v2_GLOBAL,/api/v2/tags/1/global/{tag_id},DC_TAGSET;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,deleteGlobalTags,DELETE,/api/v2/tags/1/global/{tag_id},tags.py,delete_engagement_tags_v2_GLOBAL,/api/v2/tags/1/global/{tag_id},DC_TAGSET;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tags.ts,updateTag,PATCH,/api/v2/tags/{engagement_id}/{tag_id},tags.py,update_engagement_tag_v2,/api/v2/tags/{dc_engagement_id}/{tag_id},DC_USERS;DC_ENGAGEMENT_HDR;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
tags.ts,updateGlobalTag,PATCH,/api/v2/tags/1/global/{tag_id},tags.py,update_engagement_tag_v2_GLOBAL,/api/v2/tags/1/global/{tag_id},DC_TAGSET;DC_TAGS,,,V2TagRead,"tag_id,tag_name,tag_desc,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tagset.ts,getTagsets,GET,/api/v2/tagsets/{engagement_id},tagsets.py,get_engagement_tagsets_v2,/api/v2/tagsets/{dc_engagement_id},DC_TAGSET;DC_TAGS,,,list[V2TagsetResponseWithTags],tags,,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tagset.ts,getDeletedTagsets,GET,/api/v2/tagsets/1/deleted,tagsets.py,get_deleted_tagsets_v2,/api/v2/tagsets/1/deleted,DC_TAGSET,,,list[V2TagsetResponse],"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,getGlobalTagsets,GET,/api/v2/tagsets/1/global,tagsets.py,get_global_tagsets_v2,/api/v2/tagsets/1/global,DC_TAGSET;DC_TAGS,,,list[V2TagsetResponseWithTags],tags,,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
tagset.ts,updateTagset,PATCH,/api/v2/tagsets/{dc_engagement_id}/{tagset_id},tagsets.py,update_engagement_tagset_v2,/api/v2/tagsets/{dc_engagement_id}/{tagset_id},DC_TAGSET,,,V2TagsetResponse,"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,updateGlobalTagset,PATCH,/api/v2/tagsets/1/global/{tagset_id},tagsets.py,update_global_tagset_v2,/api/v2/tagsets/1/global/{tagset_id},DC_TAGSET,,,V2TagsetResponse,"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,createTagset,POST,/api/v2/tagsets/{dc_engagement_id},tagsets.py,create_engagement_tagset_v2,/api/v2/tagsets/{dc_engagement_id},DC_TAGSET,,emit_tagset_created,V2TagsetResponse,"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,createGlobalTagset,POST,/api/v2/tagsets/1/global,tagsets.py,create_global_tagset_v2,/api/v2/tagsets/1/global,DC_TAGSET,,,V2TagsetResponse,"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,undeleteTagset,PUT,/api/v2/tagsets/1/undelete/{tagset_id},tagsets.py,undelete_tagset_v2,/api/v2/tagsets/1/undelete/{tagset_id},DC_TAGSET,,,V2TagsetResponse,"tagset_name,tagset_desc,scope,cardinality,tagset_type,dc_engagement_id,tagset_id",,"DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE]"
tagset.ts,extractTagsets,GET,/api/v2/tagsets/extract/{engagement_id},tagsets.py,extract_engagement_tagsets_v2,/api/v2/tagsets/extract/{dc_engagement_id},DC_USERS;DC_TAGSET;DC_CAM_TO_ENGAGEMENT;DC_TAGS,,,,,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
thought-spot.ts,startThoughtSpotDiscovery,POST,/api/v2/thought_spot/discover,thought_spot.py,run_discovery_flow,/api/v2/thought_spot/discover,,,emit_liveboard_discovery_requested,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
thought-spot.ts,getCanvasTasks,GET,/api/v2/thought_spot/canvas_tasks/{canvas_id},thought_spot.py,get_thoughtspot_canvas_tasks,/api/v2/thought_spot/canvas_tasks/{canvas_id},DC_USERS;DC_CANVAS_HDR;DC_TAGSET;DC_ENGAGEMENT_HDR;DC_THOUGHTSPOT_INSTANCE_REQUESTS;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,list[V2ThoughtSpotInstanceRequestsModel],"tag_names,tag_ids,tagset_names,tagset_ids,thoughtspot_id,canvas_id,canvas,dc_engagement_id,count_instances,comment,create_dtm,created_by",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CANVAS_HDR:[CANVAS_DESC,CANVAS_ID,CANVAS_NAME,CANVAS_STATUS,CANVAS_TYPE,CURRENT_SNAPSHOT_NAME,DC_ENGAGEMENT_ID,ENABLED,FILE_PATH,FILE_UPLOAD_STATUS,HISTORICAL_SNAPSHOT_NAME,NOTIFICATION_ID,ROWCOUNT,SOURCE_DATA_DATE_FILTER];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_THOUGHTSPOT_INSTANCE_REQUESTS:[CANVAS_ID,COMMENT,COUNT_INSTANCES,DC_ENGAGEMENT_ID,FILE_LOCATION,TAGSET_IDS,TAG_IDS,THOUGHTSPOT_ID,USER_ACTION,USER_ID];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
thought-spot.ts,getEngagementTasks,GET,/api/v2/thought_spot/{engagement_id},thought_spot.py,get_thoughtspot_engagement_tasks,/api/v2/thought_spot/{engagement_id},DC_USERS;DC_CANVAS_HDR;DC_TAGSET;DC_ENGAGEMENT_HDR;DC_THOUGHTSPOT_INSTANCE_REQUESTS;DC_TAGS;DC_CAM_TO_ENGAGEMENT,,,list[V2ThoughtSpotInstanceRequestsModel],"tag_names,tag_ids,tagset_names,tagset_ids,thoughtspot_id,canvas_id,canvas,dc_engagement_id,count_instances,comment,create_dtm,created_by",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CANVAS_HDR:[CANVAS_DESC,CANVAS_ID,CANVAS_NAME,CANVAS_STATUS,CANVAS_TYPE,CURRENT_SNAPSHOT_NAME,DC_ENGAGEMENT_ID,ENABLED,FILE_PATH,FILE_UPLOAD_STATUS,HISTORICAL_SNAPSHOT_NAME,NOTIFICATION_ID,ROWCOUNT,SOURCE_DATA_DATE_FILTER];DC_TAGSET:[CARDINALITY,DC_ENGAGEMENT_ID,SCOPE,TAGSET_DESC,TAGSET_ID,TAGSET_NAME,TAGSET_TYPE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_THOUGHTSPOT_INSTANCE_REQUESTS:[CANVAS_ID,COMMENT,COUNT_INSTANCES,DC_ENGAGEMENT_ID,FILE_LOCATION,TAGSET_IDS,TAG_IDS,THOUGHTSPOT_ID,USER_ACTION,USER_ID];DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
thought-spot.ts,deleteTagActions,DELETE,/api/v2/thought_spot,thought_spot.py,delete_thoughtspot_tasks,/api/v2/thought_spot,DC_THOUGHTSPOT_INSTANCE_REQUESTS,,,,,,"DC_THOUGHTSPOT_INSTANCE_REQUESTS:[CANVAS_ID,COMMENT,COUNT_INSTANCES,DC_ENGAGEMENT_ID,FILE_LOCATION,TAGSET_IDS,TAG_IDS,THOUGHTSPOT_ID,USER_ACTION,USER_ID]"
thought-spot.ts,createTagActions,POST,/api/v2/thought_spot_tag,thought_spot_tag.py,tagging_task_runner,/api/v2/thought_spot_tag,DC_THOUGHTSPOT_INSTANCE_REQUESTS,,create_thoughtspot_tagging_flow,,,,"DC_THOUGHTSPOT_INSTANCE_REQUESTS:[CANVAS_ID,COMMENT,COUNT_INSTANCES,DC_ENGAGEMENT_ID,FILE_LOCATION,TAGSET_IDS,TAG_IDS,THOUGHTSPOT_ID,USER_ACTION,USER_ID]"
thought-spot.ts,sendExtractInstanceIds,POST,/api/v2/thought_spot/actions/extracts,thought_spot.py,process_ts_extract_tasks,/api/v2/thought_spot/actions/extracts,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,Union[V2GenericJobResponse,,,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
thought-spot.ts,uploadModalSubmission,POST,/api/v2/thought_spot/upload/{engagement_id},thought_spot.py,upload_thoughtspot_task,/api/v2/thought_spot/upload/{engagement_id},DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,V2ThoughtSpotTaskListResult,"success,thoughtspot_id,dc_engagement_id,tag_ids,tagset_ids,canvas_id",,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
thought-spot.ts,refreshTagsets,POST,/api/v2/thought_spot/refresh-tagsets,thought_spot.py,refresh_tagsets,/api/v2/thought_spot/refresh-tagsets,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,refresh_canvas_view_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
time-tracking.ts,getTimeTrackingWeeklyView,GET,/api/v2/sdp/time_tracking/weekly,sdp\time_tracking.py,get_weekly_view,/api/v2/sdp/time_tracking/weekly,DC_SDP_TIME_ENTRY,,,list[UserSDPWeeklyIndex],"start_date,end_date,fiscal_year_number,quarter,week_num_in_year,year",,"DC_SDP_TIME_ENTRY:[ABSTRACT_DELIVERABLE_ID,BOOKING_CONTRACT,DATE,DC_ENGAGEMENT_ID,DC_USER_ID,DELIVERABLE_ID,ENTRY_ID,HOURS]"
time-tracking.ts,getTimeTrackingEntries,GET,/api/v2/sdp/time_tracking,sdp\time_tracking.py,get_user_time_tracking,/api/v2/sdp/time_tracking,DC_USERS;DC_SDP_TYP_ABSTRACT_DELIVERABLE;DC_ENGAGEMENT_HDR;DC_SDP_TIME_ENTRY;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,UserSDPTimeEntryDetail,entries,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_SDP_TYP_ABSTRACT_DELIVERABLE:[ABSTRACT_DELIVERABLE_DESC,ABSTRACT_DELIVERABLE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SDP_TIME_ENTRY:[ABSTRACT_DELIVERABLE_ID,BOOKING_CONTRACT,DATE,DC_ENGAGEMENT_ID,DC_USER_ID,DELIVERABLE_ID,ENTRY_ID,HOURS];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
time-tracking.ts,postTimeTrackingEntries,POST,/api/v2/sdp/time_tracking,sdp\time_tracking.py,submit_user_time_tracking,/api/v2/sdp/time_tracking,DC_USERS;DC_SDP_TYP_ABSTRACT_DELIVERABLE;DC_ENGAGEMENT_HDR;DC_SDP_TIME_ENTRY;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_DELIVERABLES_OWED_SCHEDULED_ENG,"logged_user,put_user_time_entries",,UserSDPTimeEntryDetail,entries,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_SDP_TYP_ABSTRACT_DELIVERABLE:[ABSTRACT_DELIVERABLE_DESC,ABSTRACT_DELIVERABLE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SDP_TIME_ENTRY:[ABSTRACT_DELIVERABLE_ID,BOOKING_CONTRACT,DATE,DC_ENGAGEMENT_ID,DC_USER_ID,DELIVERABLE_ID,ENTRY_ID,HOURS];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
tml.ts,getTml,GET,/api/v2/file_management/file_management_json/get_state,file_management.py,get_file_state_V2,/api/v2/file_management/file_management_json/get_state,DC_USERS;DC_ENGAGEMENT_HDR;DC_FILE_MANAGEMENT_LIVEBOARDS;DC_CAM_TO_ENGAGEMENT,,,,,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_FILE_MANAGEMENT_LIVEBOARDS:[CANVAS_ID,CANVAS_IMPORT_STATUS,DISPLAY_NAME,GUID,IS_DELETED,LIVEBOARD_ID,LIVEBOARD_NAME,LIVEBOARD_TYPE,LIVEBOARD_TYPE_VALUE,LOCATION];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
tml.ts,createTml,POST,/api/v2/file_management/file_management_json/post_state,file_management.py,set_file_state_V2,/api/v2/file_management/file_management_json/post_state,DC_USERS;DC_ENGAGEMENT_HDR;DC_FILE_MANAGEMENT_LIVEBOARDS;DC_CAM_TO_ENGAGEMENT,,,,,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_FILE_MANAGEMENT_LIVEBOARDS:[CANVAS_ID,CANVAS_IMPORT_STATUS,DISPLAY_NAME,GUID,IS_DELETED,LIVEBOARD_ID,LIVEBOARD_NAME,LIVEBOARD_TYPE,LIVEBOARD_TYPE_VALUE,LOCATION];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
user-defined-types.ts,getUserDefinedTypes,GET,/api/v2/udt/{dc_engagement_id},user_defined_types.py,get_user_defined_types,/api/v2/udt/{dc_engagement_id},,,,list[V2UserDefinedType],"id,value,field_name,dc_engagement_id",,
user-defined-types.ts,getUserDefinedTypesByFieldName,GET,/api/v2/udt/{dc_engagement_id},user_defined_types.py,get_user_defined_types,/api/v2/udt/{dc_engagement_id},,,,list[V2UserDefinedType],"id,value,field_name,dc_engagement_id",,
user-defined-types.ts,createUserDefinedType,POST,/api/v2/udt,user_defined_types.py,create_user_defined_type,/api/v2/udt,,,,V2UserDefinedType,"id,value,field_name,dc_engagement_id",,
user-defined-types.ts,editUserDefinedType,PATCH,/api/v2/udt,user_defined_types.py,edit_user_defined_type,/api/v2/udt,,,,V2UserDefinedType,"id,value,field_name,dc_engagement_id",,
user-defined-types.ts,deleteUserDefinedType,DELETE,/api/v2/udt,user_defined_types.py,delete_user_defined_type,/api/v2/udt,,,,V2UserDefinedType,"id,value,field_name,dc_engagement_id",,
users.ts,fetchWhoAmI,GET,/api/v2/users/whoami,users.py,get_user_id,/api/v2/users/whoami,,,,int,,,
vendor.ts,getVendorPortalDeliverablesList,GET,/api/v2/manager/{booking_contract},manager\sdp.py,get_sdp_for_booking,/api/v2/manager/{booking_contract},DC_USERS;DC_ENGAGEMENT_HDR;DC_CISCO_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,list[V2GetSDPForBooking],"booking_contract,deliverable_id,deliverable_desc,task_id,task_desc,sub_task_id,subtask_desc,task_anchor_date_id,task_cycle_iterator_name,task_anchor_date_name,task_cycle_iterator_id,due_date_offset,cycle_days,sdp_assigned_user_ids",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_CISCO_DELIVERABLES:[unknown];DC_BOOKINGS_CONTRACTS:[unknown];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
vendor.ts,updateVendorCAMAssignment,POST,/api/v2/manager/{booking_contract},manager\sdp.py,rebuild_sdp_for_booking,/api/v2/manager/{booking_contract},DC_USERS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_ENGAGEMENT_HDR;DC_CISCO_DELIVERABLES;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,"IDENTIFIER,put_booking_assignments,dc_sdp_contract_changes",,list[V2GetSDPForBooking],"booking_contract,deliverable_id,deliverable_desc,task_id,task_desc,sub_task_id,subtask_desc,task_anchor_date_id,task_cycle_iterator_name,task_anchor_date_name,task_cycle_iterator_id,due_date_offset,cycle_days,sdp_assigned_user_ids",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_CISCO_DELIVERABLES:[unknown];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
workflows.ts,getWorkflowTree,GET,/api/v2/workflows/actions,workflows\actions.py,get_actions,/api/v2/workflows/actions,DC_WF_ACTION_ITEM,,,list[V2ActionItemAPI],,,"DC_WF_ACTION_ITEM:[ACTION_LABEL,PARENT_ID,TREE_ID,UI_ENUM]"
workflows.ts,getWorkflowNotifications,GET,/api/v2/workflows/notifications/{engagement_id}${lastActivity,workflows\notifications.py,get_engagement_notifications,/api/v2/workflows/notifications/{dc_engagement_id},DC_WF_NOTIFICATION;DC_WF_ACTION_ITEM;DC_WF_BACKGROUND_JOB,,,list[TaskNotification],"notification_id,tree_id,subject,dc_user_id,dc_engagement_id,request_id,canvas_id,workflow_enum,external_job_id,external_run_id,create_dtm,update_dtm,created_by",,"DC_WF_NOTIFICATION:[CREATE_DTM,DC_ENGAGEMENT_ID,DC_USER_ID,NOTIFICATION_CATEGORY,NOTIFICATION_ID,REQUEST_ID,SUBJECT,TREE_ID,UPDATE_DTM];DC_WF_ACTION_ITEM:[ACTION_LABEL,PARENT_ID,TREE_ID,UI_ENUM];DC_WF_BACKGROUND_JOB:[CANVAS_ID,DC_ENGAGEMENT_ID,DC_USER_ID,EXTERNAL_JOB_ID,EXTERNAL_RUN_ID,REQUEST_ID,WORKFLOW_ENUM]"
